WeekNumber,SalesDepotID,SalesChannelID,RouteID,ClientID,ProductID,Demand,NewClientName,NewProductName,pieces,weight,brand,Town,State
8,1110,7,3301,50395,145,2,Individual,sup hot dogs,8.0,435.0,won,2008 ag lago filt,méxico df
8,1110,7,3301,50395,641,2,Individual,boll extra grand,15.0,1200.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,50395,47611,4,Individual,bimboll fs,8.0,450.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73589,1220,4,Individual,colchon,6.0,130.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73589,1238,2,Individual,panquecit got choc,2.0,140.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73589,1240,3,Individual,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73589,1309,2,Individual,bimbunuel,4.0,66.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73650,1240,4,Individual,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73650,1250,6,Individual,don azuc,4.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73650,1643,3,Individual,bran frut pin,6.0,40.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73650,1644,3,Individual,bran frut fres,6.0,40.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73650,34053,1,Individual,nit,1.0,62.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73838,1240,7,Individual,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73838,1242,1,Individual,donit espolvor,6.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73838,1250,6,Individual,don azuc,4.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73838,1309,3,Individual,bimbunuel,4.0,66.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73838,1643,3,Individual,bran frut pin,6.0,40.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73838,1644,3,Individual,bran frut fres,6.0,40.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73838,5310,6,Individual,gansit,6.0,50.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,73838,5354,1,Individual,pay nuez,1.0,70.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,73838,31309,2,Individual,canelit,6.0,90.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,73838,31506,2,Individual,polvoron,6.0,113.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,73838,34053,6,Individual,nit,1.0,62.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73838,35303,3,Individual,barrit fres,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,73838,35307,6,Individual,barrit pin,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,73838,35651,9,Individual,madalen,3.0,93.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73844,1212,2,Post,rol canel,2.0,120.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73844,1220,1,Post,colchon,6.0,130.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73844,1238,3,Post,panquecit got choc,2.0,140.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73844,1240,2,Post,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73844,1250,4,Post,don azuc,4.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73844,30531,4,Post,princip,10.0,106.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,73844,34053,3,Post,nit,1.0,62.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,73844,35303,3,Post,barrit fres,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,73844,35307,3,Post,barrit pin,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,73844,41938,2,Post,mantec nuez,6.0,123.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,739,2,Hospital/Pharmacy,sal,200.0,4000.0,lar,2008 ag lago filt,méxico df
8,1110,7,3301,108104,1125,179,Hospital/Pharmacy,tortillin,10.0,255.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,108104,1146,123,Hospital/Pharmacy,pan integral,6.0,675.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,1182,168,Hospital/Pharmacy,tost,6.0,210.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,1187,10,Hospital/Pharmacy,mol,6.0,5000.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,2233,221,Hospital/Pharmacy,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,2665,10,Hospital/Pharmacy,tost ondul tub,30.0,360.0,mr,2008 ag lago filt,méxico df
8,1110,7,3301,108104,4270,227,Hospital/Pharmacy,cuernit,6.0,100.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,108104,33189,11,Hospital/Pharmacy,paner don azuc,12.0,630.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,33190,4,Hospital/Pharmacy,charol donit espolv,15.0,5.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,33191,7,Hospital/Pharmacy,charol mantec,10.0,625.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,33264,8,Hospital/Pharmacy,charol nit,15.0,930.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,33266,4,Hospital/Pharmacy,charol panquecit got,12.0,840.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,108104,40886,26,Hospital/Pharmacy,mari,6.0,170.0,lar,2008 ag lago filt,méxico df
8,1110,7,3301,108104,47611,112,Hospital/Pharmacy,bimboll fs,8.0,450.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,1125,5,Eatery,tortillin,10.0,255.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,181232,1146,1,Eatery,pan integral,6.0,675.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,1212,2,Eatery,rol canel,2.0,120.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,1216,2,Eatery,rol glass,2.0,135.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,1240,2,Eatery,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,1242,2,Eatery,donit espolvor,6.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,1250,2,Eatery,don azuc,4.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,1309,2,Eatery,bimbunuel,4.0,66.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,1644,2,Eatery,bran frut fres,6.0,40.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,2233,10,Eatery,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,181232,34053,2,Eatery,nit,1.0,62.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,323,5,Hospital/Pharmacy,tuinky chocolat,3.0,114.0,won,2008 ag lago filt,méxico df
8,1110,7,3301,198780,325,5,Hospital/Pharmacy,tuinky vainill,3.0,114.0,won,2008 ag lago filt,méxico df
8,1110,7,3301,198780,328,5,Hospital/Pharmacy,tuinky fres crem,3.0,114.0,won,2008 ag lago filt,méxico df
8,1110,7,3301,198780,1220,3,Hospital/Pharmacy,colchon,6.0,130.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,1238,6,Hospital/Pharmacy,panquecit got choc,2.0,140.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,1240,15,Hospital/Pharmacy,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,1242,2,Hospital/Pharmacy,donit espolvor,6.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,1250,22,Hospital/Pharmacy,don azuc,4.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,1309,6,Hospital/Pharmacy,bimbunuel,4.0,66.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,1644,5,Hospital/Pharmacy,bran frut fres,6.0,40.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,4270,2,Hospital/Pharmacy,cuernit,6.0,100.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,198780,4280,18,Hospital/Pharmacy,doradit,6.0,110.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,198780,31688,3,Hospital/Pharmacy,big muffin vainill chisp choc,6.0,130.0,dh,2008 ag lago filt,méxico df
8,1110,7,3301,198780,32393,13,Hospital/Pharmacy,reban,2.0,55.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,34053,14,Hospital/Pharmacy,nit,1.0,62.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,35452,4,Hospital/Pharmacy,chocotorr fres,1.0,50.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,198780,35455,4,Hospital/Pharmacy,dalmat,1.0,55.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,198780,35651,10,Hospital/Pharmacy,madalen,3.0,93.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,198780,41938,10,Hospital/Pharmacy,mantec nuez,6.0,123.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,641,14,Individual,boll extra grand,15.0,1200.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,1039,13,Individual,pan,6.0,680.0,oro,2008 ag lago filt,méxico df
8,1110,7,3301,319641,1187,0,Individual,mol,6.0,5000.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,1238,1,Individual,panquecit got choc,2.0,140.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,2233,18,Individual,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,3333,21,Individual,pastiset,6.0,75.0,sua,2008 ag lago filt,méxico df
8,1110,7,3301,319641,4280,2,Individual,doradit,6.0,110.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,319641,4767,10,Individual,tost dobl fibr,6.0,250.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,5310,17,Individual,gansit,6.0,50.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,319641,5350,4,Individual,pay pin,1.0,85.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,319641,5380,3,Individual,pinguin,2.0,80.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,319641,30214,3,Individual,tartin fres,8.0,104.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,319641,30531,5,Individual,princip,10.0,106.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,319641,31309,4,Individual,canelit,6.0,90.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,319641,32393,17,Individual,reban,2.0,55.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,32819,0,Individual,chocodonit,6.0,102.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,33794,144,Individual,salm,6.0,12.0,san,2008 ag lago filt,méxico df
8,1110,7,3301,319641,34468,4,Individual,pan deli aven,6.0,440.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,35144,33,Individual,wond,6.0,567.0,won,2008 ag lago filt,méxico df
8,1110,7,3301,319641,36410,22,Individual,tortill consum,24.0,577.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,319641,37057,3,Individual,choc rol,2.0,80.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,319641,41938,0,Individual,mantec nuez,6.0,123.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,47336,22,Individual,medi noch fs,8.0,340.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319641,47611,7,Individual,bimboll fs,8.0,450.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319974,1146,20,Individual,pan integral,6.0,675.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319974,2233,16,Individual,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,319974,36410,51,Individual,tortill consum,24.0,577.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,324358,2233,1,Eatery,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,818913,1146,69,Individual,pan integral,6.0,675.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,818913,2233,34,Individual,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,818913,35651,1,Individual,madalen,3.0,93.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,819816,739,2,Individual,sal,200.0,4000.0,lar,2008 ag lago filt,méxico df
8,1110,7,3301,819816,1125,74,Individual,tortillin,10.0,255.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,819816,1187,2,Individual,mol,6.0,5000.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,819816,2233,14,Individual,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,819816,5310,60,Individual,gansit,6.0,50.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,819816,47611,14,Individual,bimboll fs,8.0,450.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,819832,641,2,Individual,boll extra grand,15.0,1200.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,819832,2233,1,Individual,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,819853,47612,1,General Market/Mart,bimboll extra fs,6.0,480.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,819853,48077,30,General Market/Mart,totop chilaquil,6.0,280.0,mr,2008 ag lago filt,méxico df
8,1110,7,3301,845766,1187,1,Small Franchise,mol,6.0,5000.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,845766,2233,10,Small Franchise,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,851886,1125,27,Small Franchise,tortillin,10.0,255.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,851886,1187,4,Small Franchise,mol,6.0,5000.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,853124,1125,15,Individual,tortillin,10.0,255.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,853124,1187,3,Individual,mol,6.0,5000.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,853124,2233,2,Individual,pan blanc,6.0,640.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,853124,8768,1,Individual,cajet quem cubet,6.0,5000.0,cor,2008 ag lago filt,méxico df
8,1110,7,3301,886295,1373,8,Small Franchise,boll extra ajn fs,12.0,960.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,886295,35144,6,Small Franchise,wond,6.0,567.0,won,2008 ag lago filt,méxico df
8,1110,7,3301,886295,47336,5,Small Franchise,medi noch fs,8.0,340.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,922930,1146,3,Eatery,pan integral,6.0,675.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,922930,36410,6,Eatery,tortill consum,24.0,577.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,922930,47336,4,Eatery,medi noch fs,8.0,340.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,1125,2,Individual,tortillin,10.0,255.0,tr,2008 ag lago filt,méxico df
8,1110,7,3301,988589,1212,1,Individual,rol canel,2.0,120.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,1238,2,Individual,panquecit got choc,2.0,140.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,1240,2,Individual,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,1242,2,Individual,donit espolvor,6.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,1250,1,Individual,don azuc,4.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,1309,2,Individual,bimbunuel,4.0,66.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,3894,5,Individual,sponch,8.0,120.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,4085,2,Individual,triki trak,8.0,69.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,5310,6,Individual,gansit,6.0,50.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,5350,2,Individual,pay pin,1.0,85.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,5380,2,Individual,pinguin,2.0,80.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,30531,7,Individual,princip,10.0,106.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,30548,1,Individual,suavicrem chocolat,6.0,84.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,30551,1,Individual,suavicrem fres,6.0,84.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,31309,1,Individual,canelit,6.0,90.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,31506,3,Individual,polvoron,6.0,113.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,32393,3,Individual,reban,2.0,55.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,34053,6,Individual,nit,1.0,62.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,35303,9,Individual,barrit fres,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,35307,7,Individual,barrit pin,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,35651,4,Individual,madalen,3.0,93.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,988589,37057,7,Individual,choc rol,2.0,80.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,988589,41938,3,Individual,mantec nuez,6.0,123.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,1212,4,Post,rol canel,2.0,120.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,1220,3,Post,colchon,6.0,130.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,1238,3,Post,panquecit got choc,2.0,140.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,1240,9,Post,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,1242,5,Post,donit espolvor,6.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,1250,25,Post,don azuc,4.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,1309,3,Post,bimbunuel,4.0,66.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,1643,3,Post,bran frut pin,6.0,40.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,1644,3,Post,bran frut fres,6.0,40.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,3894,11,Post,sponch,8.0,120.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,5310,23,Post,gansit,6.0,50.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,5345,5,Post,roll fres,2.0,194.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,5380,8,Post,pinguin,2.0,80.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,30531,9,Post,princip,10.0,106.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,31309,7,Post,canelit,6.0,90.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,31506,6,Post,polvoron,6.0,113.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,32819,3,Post,chocodonit,6.0,102.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,33189,2,Post,paner don azuc,12.0,630.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,34053,4,Post,nit,1.0,62.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,35303,11,Post,barrit fres,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,35307,8,Post,barrit pin,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1159580,37057,28,Post,choc rol,2.0,80.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,325,1,Post,tuinky vainill,3.0,114.0,won,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,328,2,Post,tuinky fres crem,3.0,114.0,won,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,1238,1,Post,panquecit got choc,2.0,140.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,3894,1,Post,sponch,8.0,120.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,5310,5,Post,gansit,6.0,50.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,5350,1,Post,pay pin,1.0,85.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,5354,1,Post,pay nuez,1.0,70.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,5380,5,Post,pinguin,2.0,80.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,30531,4,Post,princip,10.0,106.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,31309,4,Post,canelit,6.0,90.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,35307,2,Post,barrit pin,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,35651,10,Post,madalen,3.0,93.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1163700,37057,6,Post,choc rol,2.0,80.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1255667,1146,8,Individual,pan integral,6.0,675.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1255667,1216,4,Individual,rol glass,2.0,135.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1255667,1240,5,Individual,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1255667,1250,9,Individual,don azuc,4.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1255667,3894,1,Individual,sponch,8.0,120.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1255667,5380,2,Individual,pinguin,2.0,80.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1255667,31506,7,Individual,polvoron,6.0,113.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1255667,35303,6,Individual,barrit fres,6.0,75.0,mla,2008 ag lago filt,méxico df
8,1110,7,3301,1255667,41938,3,Individual,mantec nuez,6.0,123.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1263779,47611,20,Eatery,bimboll fs,8.0,450.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1263779,47612,29,Eatery,bimboll extra fs,6.0,480.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,1146,35,Small Franchise,pan integral,6.0,675.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,1216,1,Small Franchise,rol glass,2.0,135.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,1220,5,Small Franchise,colchon,6.0,130.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,1238,8,Small Franchise,panquecit got choc,2.0,140.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,1240,4,Small Franchise,mantec vainill,4.0,125.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,1242,2,Small Franchise,donit espolvor,6.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,1250,6,Small Franchise,don azuc,4.0,105.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,1309,2,Small Franchise,bimbunuel,4.0,66.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,1644,5,Small Franchise,bran frut fres,6.0,40.0,bim,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,3333,4,Small Franchise,pastiset,6.0,75.0,sua,2008 ag lago filt,méxico df
8,1110,7,3301,1307034,4280,8,Small Franchise,doradit,6.0,110.0,tr,2008 ag lago filt,méxico df
